tab 	samples
analysts	azimuth	azimuth_dec_correction	bed_dip	bed_dip_direction	citations	dip	geologic_classes	geologic_types	height	lat	lithologies	lon	method_codes	result_quality	result_type	sample	site
Yiming Zhang	322.1	0	0	90	This study	-72	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX12-2	AX12
Yiming Zhang	316.1	0	0	90	This study	-96	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX12-4	AX12
Yiming Zhang	316.1	0	0	90	This study	-94	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX12-5	AX12
Yiming Zhang	306.1	0	0	90	This study	-66	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX12-6	AX12
Yiming Zhang	331.1	0	0	90	This study	-92	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX12-7	AX12
Yiming Zhang	146	0	0	90	This study	-78	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX13-1	AX13
Yiming Zhang	153	0	0	90	This study	-91	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX13-2	AX13
Yiming Zhang	143	0	0	90	This study	-80	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX13-3	AX13
Yiming Zhang	151	0	0	90	This study	-98	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX13-4	AX13
Yiming Zhang	146	0	0	90	This study	-82	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX13-5	AX13
Yiming Zhang	151	0	0	90	This study	-92	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX13-6	AX13
Yiming Zhang	153	0	0	90	This study	-98	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX13-7	AX13
Yiming Zhang	124	0	0	90	This study	-62	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX13-8	AX13
Yiming Zhang	133	0	0	90	This study	-90	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX13-9	AX13
Yiming Zhang	325.7	0	0	90	This study	-85	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX14-1	AX14
Yiming Zhang	320.5	0	0	90	This study	-103	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX14-2	AX14
Yiming Zhang	330.2	0	0	90	This study	-76	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX14-3	AX14
Yiming Zhang	331.2	0	0	90	This study	-84	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX14-4	AX14
Yiming Zhang	11	0	0	90	This study	-104	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX14-5	AX14
Yiming Zhang	14	0	0	90	This study	-105	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX14-6	AX14
Yiming Zhang	12.8	0	0	90	This study	-105	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX14-7	AX14
Yiming Zhang	10.1	0	0	90	This study	-124	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX14-8	AX14
Yiming Zhang	304	0	0	90	This study	-85	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX15-1	AX15
Yiming Zhang	303.9	0	0	90	This study	-86	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX15-2	AX15
Yiming Zhang	301.4	0	0	90	This study	-78	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX15-3	AX15
Yiming Zhang	304.3	0	0	90	This study	-73	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX15-4	AX15
Yiming Zhang	288.6	0	0	90	This study	-92	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX15-5	AX15
Yiming Zhang	304.5	0	0	90	This study	-84	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX15-6	AX15
Yiming Zhang	305.3	0	0	90	This study	-88	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX15-7	AX15
Yiming Zhang	306.2	0	0	90	This study	-85	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX15-8	AX15
Yiming Zhang	325.6	0	0	90	This study	-67	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX16-1	AX16
Yiming Zhang	317.4	0	0	90	This study	-60	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX16-2	AX16
Yiming Zhang	332.1	0	0	90	This study	-60	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX16-3	AX16
Yiming Zhang	331.1	0	0	90	This study	-63	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX16-4	AX16
Yiming Zhang	341.1	0	0	90	This study	-60	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX16-5	AX16
Yiming Zhang	327.1	0	0	90	This study	-51	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX16-6	AX16
Yiming Zhang	336.1	0	0	90	This study	-51	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX16-7	AX16
Yiming Zhang	331.1	0	0	90	This study	-60	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX16-8	AX16
Yiming Zhang	283.6	0	0	90	This study	-59	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX17-1	AX17
Yiming Zhang	293.1	0	0	90	This study	-54	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX17-2	AX17
Yiming Zhang	292.9	0	0	90	This study	-58	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX17-3	AX17
Yiming Zhang	335.2	0	0	90	This study	-72	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX17-4	AX17
Yiming Zhang	337.7	0	0	90	This study	-71	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX17-5	AX17
Yiming Zhang	325.5	0	0	90	This study	-65	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX17-6	AX17
Yiming Zhang	328	0	0	90	This study	-65	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX17-7	AX17
Yiming Zhang	332.5	0	0	90	This study	-68	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX17-8	AX17
Yiming Zhang	280.1	0	0	90	This study	-71	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX18-1	AX18
Yiming Zhang	276.1	0	0	90	This study	-63	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX18-2	AX18
Yiming Zhang	280.1	0	0	90	This study	-59	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX18-3	AX18
Yiming Zhang	291.1	0	0	90	This study	-34	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX18-4	AX18
Yiming Zhang	269.1	0	0	90	This study	-29	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX18-5	AX18
Yiming Zhang	305.1	0	0	90	This study	-30	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX18-6	AX18
Yiming Zhang	282.1	0	0	90	This study	-46	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX18-7	AX18
Yiming Zhang	270.1	0	0	90	This study	-51	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX18-8	AX18
Yiming Zhang	275.1	0	0	90	This study	-71	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX18-9	AX18
Yiming Zhang	299.1	0	0	90	This study	-56	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX19-1	AX19
Yiming Zhang	301.1	0	0	90	This study	-49	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX19-2	AX19
Yiming Zhang	300.1	0	0	90	This study	-48	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX19-3	AX19
Yiming Zhang	301.1	0	0	90	This study	-47	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX19-4	AX19
Yiming Zhang	298.1	0	0	90	This study	-42	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX19-5	AX19
Yiming Zhang	298.1	0	0	90	This study	-45	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX19-6	AX19
Yiming Zhang	298.1	0	0	90	This study	-42	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX19-7	AX19
Yiming Zhang	295.1	0	0	90	This study	-43	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX19-8	AX19
Yiming Zhang	335.1	0	0	90	This study	-84	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX20-1	AX20
Yiming Zhang	340.1	0	0	90	This study	-89	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX20-2	AX20
Yiming Zhang	341.1	0	0	90	This study	-81	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX20-3	AX20
Yiming Zhang	337.7	0	0	90	This study	-91	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX20-4	AX20
Yiming Zhang	348.5	0	0	90	This study	-80	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX20-5	AX20
Yiming Zhang	263.1	0	0	90	This study	-52	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX21-1	AX21
Yiming Zhang	264.1	0	0	90	This study	-56	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX21-2	AX21
Yiming Zhang	260.1	0	0	90	This study	-60	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX21-3	AX21
Yiming Zhang	250.1	0	0	90	This study	-65	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX21-4	AX21
Yiming Zhang	255.1	0	0	90	This study	-57	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX21-5	AX21
Yiming Zhang	257.1	0	0	90	This study	-44	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX21-6	AX21
Yiming Zhang	248.1	0	0	90	This study	-50	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX21-7	AX21
Yiming Zhang	252.1	0	0	90	This study	-61	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX21-8	AX21
Yiming Zhang	11.2	0	0	90	This study	-49	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX22-1	AX22
Yiming Zhang	324.3	0	0	90	This study	-13	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX22-2	AX22
Yiming Zhang	55.2	0	0	90	This study	-7	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX22-3	AX22
Yiming Zhang	42.2	0	0	90	This study	-13	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX22-4	AX22
Yiming Zhang	341.2	0	0	90	This study	-40	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX22-5	AX22
Yiming Zhang	17.2	0	0	90	This study	-46	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX22-6	AX22
Yiming Zhang	289.2	0	0	90	This study	-5	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX22-7	AX22
Yiming Zhang	323.2	0	0	90	This study	-41	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX22-8	AX22
Yiming Zhang	356.2	0	0	90	This study	-47	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX22-9	AX22
Yiming Zhang	353.2	0	0	90	This study	-68	Igneous:Intrusive	Not Specified	0		Anorthosite		SO-CMD-NORTH	g	i	AX22-10	AX22
Yiming Zhang	358.2	0	0	90	This study	-25	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD1-1	BD1
Yiming Zhang	352	0	0	90	This study	-47	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD1-2	BD1
Yiming Zhang	328.7	0	0	90	This study	-49	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD1-3	BD1
Yiming Zhang	312.3	0	0	90	This study	-52	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD1-4	BD1
Yiming Zhang	315.2	0	0	90	This study	-55	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD1-5	BD1
Yiming Zhang	270.2	0	0	90	This study	-78	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD1-6	BD1
Yiming Zhang	263.2	0	0	90	This study	-75	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD1-7	BD1
Yiming Zhang	13.2	0	0	90	This study	-60	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD1-8	BD1
Yiming Zhang	349.2	0	0	90	This study	-16	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD1-9	BD1
Yiming Zhang	191.2	0	0	90	This study	-55	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD1-10	BD1
Yiming Zhang	197.2	0	0	90	This study	-52	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD1-11	BD1
Yiming Zhang	224.2	0	0	90	This study	-56	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD1-12	BD1
Yiming Zhang	228.2	0	0	90	This study	-60	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD1-13	BD1
Yiming Zhang	228.2	0	0	90	This study	-60	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD1-14	BD1
Yiming Zhang	238.2	0	0	90	This study	-58	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD1-15	BD1
Yiming Zhang	319.7	0	0	90	This study	-62	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD2-1	BD2
Yiming Zhang	355.7	0	0	90	This study	-71	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD2-2	BD2
Yiming Zhang	359.7	0	0	90	This study	-81	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD2-3	BD2
Yiming Zhang	334.7	0	0	90	This study	-70	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD2-4	BD2
Yiming Zhang	336.7	0	0	90	This study	-70	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD2-5	BD2
Yiming Zhang	342.7	0	0	90	This study	-70	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD2-6	BD2
Yiming Zhang	345.7	0	0	90	This study	-71	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD2-7	BD2
Yiming Zhang	344.7	0	0	90	This study	-71	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD2-8	BD2
Yiming Zhang	323.8	0	0	90	This study	-70	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD3-1	BD3
Yiming Zhang	322	0	0	90	This study	-62	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD3-2	BD3
Yiming Zhang	317.6	0	0	90	This study	-76	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD3-3	BD3
Yiming Zhang	318	0	0	90	This study	-70	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD3-4	BD3
Yiming Zhang	320.8	0	0	90	This study	-61	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD3-5	BD3
Yiming Zhang	311.5	0	0	90	This study	-70	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD3-6	BD3
Yiming Zhang	299.3	0	0	90	This study	-63	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD3-7	BD3
Yiming Zhang	292.7	0	0	90	This study	-54	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD3-8	BD3
Yiming Zhang	338.1	0	0	90	This study	-39	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD4-1	BD4
Yiming Zhang	354.1	0	0	90	This study	-44	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD4-2	BD4
Yiming Zhang	336.1	0	0	90	This study	-41	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD4-3	BD4
Yiming Zhang	336.1	0	0	90	This study	-52	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD4-4	BD4
Yiming Zhang	318.3	0	0	90	This study	-67	Igneous:Intrusive	Diabase	0		Diabase		SO-CMD-NORTH	g	i	BD4-5	BD4
